question_id,question,gold_answer,ner_tag,level_A,n_correct_A,level_B,n_correct_B,agreement
odql_13214,Fritz Kreisler (1875-1962) was a virtuoso on which instrument?,Violin,PRODUCT,strong-knows,3,strong-knows,3,True
odql_13215,The King of which fictional country is drugged on the eve of his coronation in the 1894 book The Prisoner of Zenda?,Ruritania,GPE,strong-knows,3,strong-knows,3,True
odql_13241,"“And Another Thing...” by Eoin Colfer, published in 2009, eight years after the death of the author of the first five, is described as the sixth in which trilogy of books?",The Hitchhiker’s Guide To The Galaxy,WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_13385,By what first name is West Indian cricketer Sarwan known?,RAMNARESH,PERSON,strong-knows,3,strong-knows,3,True
odql_13755,Which organisation was founded in 1863 after the publication of the book 'A Memory Of Solferino' by the Swiss businessman Henri Dunant?,RED CROSS,ORG,strong-knows,3,strong-knows,3,True
odql_13882,"Who was the first Spanish actor to win an Oscar, for his role in the film No Country for Old Men?",Javier Bardem,PERSON,strong-knows,3,strong-knows,3,True
odql_1393,"In 1337 which English king claimed the throne of France, precipitating the '100 Years War'?",EDWARD III,PERSON,strong-knows,3,strong-knows,3,True
odql_14038,Which daily newspaper was merged with the daily Mail in 1971?,DAILY SKETCH,ORG,guess,1,doesn't-know,0,False
odql_14236,"""Who plays advertising executive Roger Thornhill in the 1959 film North by Northwest""""?""",Cary Grant,PERSON,strong-knows,3,strong-knows,3,True
odql_14254,"The capital city of Nunavut, Iqaluit lies on which large island?",Baffin Island,LOC,strong-knows,3,strong-knows,3,True
odql_14335,Which Rugby League team plays home games at Derwent Park?,WORKINGTON TOWN,ORG,strong-knows,3,weak-knows,2,False
odql_14578,"'Baby Come Back' was a number one hit in 1968 for which group, founded by Eddy Grant?",'THE EQUALS',ORG,strong-knows,3,strong-knows,3,True
odql_14689,Which character is known as Ursinho Puff in Portugal and Vinni Pukh in Russia?,WINNIE THE POOH,WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_14724,Which chain store founded by John Hargreaves opened its 200th UK outlet in Croydon in September 2006?,Matalan,ORG,doesn't-know,0,doesn't-know,0,True
odql_14853,In which year did Brookside first appear on Channel 4?,1982,DATE,strong-knows,3,strong-knows,3,True
odql_14991,"In which 1996 film were there characters known as Rent Boy, Spud, Sick Boy and Franco?",Trainspotting,WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_15015,Which French chemist produced the first vaccine against Anthrax?,Louis Pasteur,PERSON,strong-knows,3,strong-knows,3,True
odql_15048,Which city is the capital of the Spanish region of Aragon?,Zaragoza,GPE,strong-knows,3,strong-knows,3,True
odql_1743,What is the name of the dog in Jerome K Jerome’s ‘Three Men in a Boat’?,MONTMORENCY,PERSON,strong-knows,3,strong-knows,3,True
odql_1898,By what first name was the actor brother of Vanessa and Lynn Redgrave known?,CORIN,PERSON,strong-knows,3,strong-knows,3,True
odql_2,"""Which Chinese games' name literally means in English """"little sparrow""""?""",MAH JONG,PRODUCT,guess,1,doesn't-know,0,False
odql_2056,Which art gallery is in Trafalgar Square?,NATIONAL GALLERY,ORG,strong-knows,3,strong-knows,3,True
odql_2147,"Elected in 2008, who is the current Prime Minister of New Zealand?",JOHN KEY,PERSON,guess,1,strong-knows,3,False
odql_222,Who scored the only goal when Everton defeated Manchester United in the 1995 FA Cup Final?,PAUL RIDEOUT,PERSON,strong-knows,3,strong-knows,3,True
odql_2231,In which novel by Alan Sillitoe is 'Arthur Seaton' employed at a bicycle factory?,'SATURDAY NIGHT AND SUNDAY MORNING',WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_2255,Bishop Abel Muzorewa who died in April was a leading figure in the politics of which African country?,ZIMBABWE,GPE,strong-knows,3,strong-knows,3,True
odql_226,Who played the title role in the 2008 film 'The Wrestler'?,MICKEY ROURKE,PERSON,strong-knows,3,strong-knows,3,True
odql_2355,"In which country are the 'Cro-Magnon Caves', after which a type of early humans were named?",FRANCE,GPE,strong-knows,3,strong-knows,3,True
odql_249,"Prior to the introduction of the Euro, which coin was equal to one-hundredth of a German Mark?",PFENNIG,PRODUCT,strong-knows,3,strong-knows,3,True
odql_2504,Which Scot did Bob Crow succeed in 2001 as General Secretary of the RMT Union?,JIMMY KNAPP,PERSON,strong-knows,3,strong-knows,3,True
odql_2550,"What is the name of 'Jim Hacker's' department in the TV comedy, 'Yes Minister'?",ADMINISTRATIVE AFFAIRS,ORG,strong-knows,3,strong-knows,3,True
odql_2653,How many books are there in the New Testament of the Bible?,27,CARDINAL,strong-knows,3,strong-knows,3,True
odql_2682,Who was the Norse god of mischief?,LOKI,PERSON,strong-knows,3,strong-knows,3,True
odql_309,The musical 'Sunday In The Park With George' was inspired by a painting by which artist?,GEORGES SEURAT,PERSON,strong-knows,3,strong-knows,3,True
odql_311,"Livorno, Pisa and Siena are three of the largest cities in which Italian region?",TUSCANY,GPE,strong-knows,3,strong-knows,3,True
odql_3170,"""What was the name of the Spencers' baby in the 1970's sitcom """"Some Mothers Do 'Ave 'Em""""?""",'JESSICA',PERSON,guess,1,doesn't-know,0,False
odql_3186,Which member of the 'Dirty Dozen' was also in 'The Magnificent Seven'?,CHARLES BRONSON,PERSON,doesn't-know,0,guess,1,False
odql_3223,Who was the founder of the 'Mormon Church'?,JOSEPH SMITH,PERSON,strong-knows,3,strong-knows,3,True
odql_3275,Who played the part of 'The Penguin' in the TV series 'Batman'?,BURGESS MEREDITH,PERSON,strong-knows,3,strong-knows,3,True
odql_3536,"Used when making tea, and deriving from the Russian for 'self brewer', what name is given to the heated metal container traditionally used to heat and boil water in Russia, Iran and Turkey?",SAMOVAR,PRODUCT,strong-knows,3,strong-knows,3,True
odql_3560,"Sandra Bullock won this year's 'Oscar' for Best Actress for her role as 'Leigh Anne Tuohy', in which film?",'THE BLIND SIDE',WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_3663,Nouakchott is the capital of which Islamic African republic?,MAURETANIA,GPE,strong-knows,3,strong-knows,3,True
odql_3668,Ilich Ramirez Sanchez was a notorious figure in the 1970's. How was he better known?,'CARLOS THE JACKAL',PERSON,strong-knows,3,strong-knows,3,True
odql_3731,Who created the cartoon character Hagar the Horrible?,Dik Browne,PERSON,strong-knows,3,strong-knows,3,True
odql_4053,What is the name of the Police Chief in 'The Simpsons'?,CHIEF Clancy WIGGUM,PERSON,strong-knows,3,strong-knows,3,True
odql_4333,"What is the name of the hybrid dog, or designer breed, which is a cross of a Labrador and a Poodle?",LABRADOODLE,PRODUCT,strong-knows,3,strong-knows,3,True
odql_4483,Which vegetable do the French call Chou-Fleur?,Cauliflower,PRODUCT,strong-knows,3,strong-knows,3,True
odql_4592,"An American aided coup in Chile in 1973, deposed which President?",SALVADOR ALLENDE,PERSON,strong-knows,3,strong-knows,3,True
odql_4611,Nebuchadnezzar was the ruler of which ancient kingdom (606-562 BC)?,BABYLON,GPE,strong-knows,3,strong-knows,3,True
odql_463,Who was the Muse of Comedy?,THALIA,PERSON,strong-knows,3,strong-knows,3,True
odql_478,How is the former G-Mex Centre in Manchester now known?,MANCHESTER CENTRAL,FAC,strong-knows,3,strong-knows,3,True
odql_4941,"The novels 'Dead Heat', 'Silks' and 'Even Money' were written by Dick Francis and his younger son. What is his son's first name?",FELIX,PERSON,strong-knows,3,strong-knows,3,True
odql_5215,Which English brewer produces 'Spitfire' Kentish ale?,SHEPHERD NEAME,ORG,strong-knows,3,strong-knows,3,True
odql_5305,By what more familiar name do we know the 'Angevin Dynasty' of English kings?,PLANTAGENETS,NORP,strong-knows,3,strong-knows,3,True
odql_5327,In which film did Bruce Willis play the character 'Harry Stamper'?,'ARMAGEDDON',WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_5464,Which character created by Keith Waterhouse was played on film by Tom Courtneyand on TV by Jeff Rawle?,'BILLY LIAR',WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_5622,His debut album 'Disc-Overy' was released in 2010. By what stage-name id Patrick Chukwuemeka Okogwu better known?,'TINIE TEMPAH',PERSON,strong-knows,3,strong-knows,3,True
odql_5633,"Which 2010 biographical film, starring Mark Wahlberg and Christian Bale, centred on the life of professional boxer 'Micky Ward' and his older half-brother 'Dicky Eklund'?",'THE FIGHTER',WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_5635,"According to legend, who was the father of King Arthur?",UTHER PENDRAGON,PERSON,strong-knows,3,strong-knows,3,True
odql_5709,Which novel features the scholar 'Humbert Humbert'?,'LOLITA',WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_5737,"Which word completes the title of a Marina Lewycka book: 'A Short History Of ....', in Ukrainian?",'...TRACTORS',WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_5884,Which stretch of waterway separates Madagascar from the African mainland?,MOZAMBIQUE CHANNEL,LOC,strong-knows,3,strong-knows,3,True
odql_5979,Which company manufactures the Playstation video games console?,SONY,ORG,strong-knows,3,strong-knows,3,True
odql_6343,"Which European country has regions called Karlovy Vary, Plzeň and South Bohemia?",CZECH REPUBLIC,GPE,strong-knows,3,strong-knows,3,True
odql_6518,"In which city, one of the hosts for the 2003 Cricket World Cup, is the Buffalo Park Ground?",EAST LONDON,GPE,strong-knows,3,strong-knows,3,True
odql_6538,"""In British history, who was nicknamed """"The Sailor King""""?""",WILLIAM IV,PERSON,strong-knows,3,strong-knows,3,True
odql_661,"Which 19th century king sired ten illegitimate children, by the Irish comedienne, Dorothea Jordan?",WILLIAM IV,PERSON,strong-knows,3,strong-knows,3,True
odql_6706,"In World War II, which company manufactured the 'Beaufighter'?",BRISTOL,ORG,strong-knows,3,strong-knows,3,True
odql_7079,Ned Sherrin presented which Radio 4 programme from 1986 until 2006?,Loose Ends,WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_7274,"First flown on the 27th July 1972, who built the F15 Eagle fighter?",McDONNELL DOUGLAS,ORG,strong-knows,3,strong-knows,3,True
odql_7310,Judge Hiller Zobel was seen worldwide during the televised trial of whom?,LOUISE WOODWARD,PERSON,doesn't-know,0,doesn't-know,0,True
odql_7403,A 'Carioca' is an inhabitant of which South American city?,RIO DE JANEIRO,GPE,strong-knows,3,strong-knows,3,True
odql_7686,"For which film in 1951, starring Marlon Brando, did Karl Malden win the Oscar as Best Supporting Actor?",A STREETCAR NAMED DESIRE,WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_7728,"Which French writer said “Short as life is, we make it still shorter by the careless waste of time”?",VICTOR HUGO,PERSON,strong-knows,3,strong-knows,3,True
odql_7816,American singer Ernest Evans called himself Chubby Checker to emulate the name of which other musician?,Fats Domino,PERSON,strong-knows,3,strong-knows,3,True
odql_7865,Which Shakespeare play could be summarised as 'Falstaff's cynical seduction of two wealthy women goes awry when they find out about each other and decide to return the compliment by making him a laughing stock'?,THE MERRY WIVES OF WINDSOR,WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_8017,Which town is home to the University of Ulster?,COLERAINE,GPE,strong-knows,3,strong-knows,3,True
odql_8089,What is the former name of Tuvalu?,ELLICE ISLANDS,LOC,strong-knows,3,strong-knows,3,True
odql_8166,Which American President signed into law the Indian Citizenship Act of 1924 that granted full US citizenship to Native Americans?,CALVIN COOLIDGE,PERSON,strong-knows,3,strong-knows,3,True
odql_8192,"In the English translations of the 'Asterix' comics, what is the name of the village leader, a middle-aged, obese man with red hair, pigtails and a huge moustache?",'VITALSTATISTIX',PERSON,strong-knows,3,strong-knows,3,True
odql_8208,Which Jerry Zucker film was the highest-grossing film worldwide of 1990?,'GHOST',WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_8301,Who is the father-in-law of Manchester City footballer Sergio Kűn Aguerro?,DIEGO MARADONA,PERSON,strong-knows,3,strong-knows,3,True
odql_8374,One Summer: America 1927 is a 2013 history book by which author?,BILL BRYSON,PERSON,strong-knows,3,strong-knows,3,True
odql_8420,Sea World is in Mission Bay Park in which US city?,SAN DIEGO,GPE,strong-knows,3,strong-knows,3,True
odql_8437,"""Which comedian said, """"Marriage is a wonderful invention, but then again, so is the bicycle repair kit""""?""",BILLY CONNOLLY,PERSON,strong-knows,3,strong-knows,3,True
odql_8616,Which woodwind instrument is the smallest of the flutefamily?,PICCOLO,PRODUCT,strong-knows,3,strong-knows,3,True
odql_8665,Which spectacular ridge connects Helvellyn with the Patterdale Valley?,STRIDING EDGE,LOC,strong-knows,3,strong-knows,3,True
odql_8725,By what name are the Essex one-day cricket team known?,'EAGLES',ORG,strong-knows,3,strong-knows,3,True
odql_8838,"Which series of spotters guides was named after a children's game - a complete book was sent to a 'Big Chief', one of whom was David Bellamy the botanist?",I-SPY,WORK_OF_ART,guess,1,guess,1,True
odql_8850,"Nicknamed 'Robo Cop' when a policeman, Ray Mallon is the directly elected Mayor of which town?",MIDDLESBROUGH,GPE,strong-knows,3,strong-knows,3,True
odql_8870,The first was published in 195. Whose series of five novels featured the conman murderer 'Tom Ripley'?,PATRICIA HIGHSMITH,PERSON,strong-knows,3,strong-knows,3,True
odql_8930,Which now defunct newspaper was originally owned by Eddy Shah?,Today,ORG,strong-knows,3,strong-knows,3,True
odql_8943,"""Meaning """"double step” in Spanish, which dance actually originated in southern France but is modelled after the sound, drama, and movement of the Spanish bullfight?""",Paso Doble,WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_9408,Who played the part of Tony Wilson in the film '24 Hour Party People'?,STEVE COOGAN,PERSON,strong-knows,3,strong-knows,3,True
odql_9518,"""Written and first recorded in 1937, """"One O'Clock Jump"""" became the theme tune of which orchestra?""",COUNT BASIE ORCHESTRA,ORG,strong-knows,3,strong-knows,3,True
odql_9522,Who is the voice of Principal Skinner and Mr Burns on The Simpsons?,HARRY SHEARER,PERSON,strong-knows,3,strong-knows,3,True
odql_9546,"""""""No Count Sarah"""" is a 1958 studio album by which singer accompanied by the Count Basie Orchestra, but without Count Basie?""",SARAH VAUGHAN,PERSON,strong-knows,3,strong-knows,3,True
odql_9627,"Which famous family lived at '50 Wimpole Street, London'?",THE BARRETTS,PERSON,doesn't-know,0,doesn't-know,0,True
odql_973,Who according to the title of a 1992 novel was 'Count Lazzio de Almasy'?,'THE ENGLISH PATIENT',WORK_OF_ART,strong-knows,3,strong-knows,3,True
odql_982,Who was Prime Minister of China from 1949 to 1976?,CHOU EN LAI,PERSON,strong-knows,3,strong-knows,3,True
odql_9920,"Known as the 'Phoenix Park Murders', the assassination of Lord Frederick Cavendish and Thomas Henry Burke in 1882 occurred in which city?",DUBLIN,GPE,strong-knows,3,strong-knows,3,True
qb_10209,"In the UK children’s television series ‘Button Moon’, on which planet does Mr Spoon and his family live?",Junk Planet,LOC,doesn't-know,0,doesn't-know,0,True
qb_113,The Khyber Pass is approximately how many miles long?,33 Miles,QUANTITY,strong-knows,3,strong-knows,3,True
qb_1261,The fictional characters William Dobbin and Rawdon Crawley appear in which novel?,Vanity Fair,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qb_1456,"In Greek mythology, Amphitrite, queen of the sea, was the wife of which god?",Poseidon,PERSON,strong-knows,3,strong-knows,3,True
qb_1495,How many hundredweight are in a UK ton?,20,CARDINAL,strong-knows,3,strong-knows,3,True
qb_153,The town of Tobermory is on which Scottish island?,Mull,LOC,strong-knows,3,strong-knows,3,True
qb_1538,What is the US state capital of Idaho?,Boise,GPE,strong-knows,3,strong-knows,3,True
qb_1557,Nguyen Tan Dung became Prime Minister of which country in June 2006?,Vietnam,GPE,strong-knows,3,strong-knows,3,True
qb_1767,La Paz is the administrative capital of which South American country?,Bolivia,GPE,strong-knows,3,strong-knows,3,True
qb_1993,Who wrote the poem ‘The Lady of the Lake’?,Sir Walter Scott,PERSON,strong-knows,3,strong-knows,3,True
qb_2105,"Comedian, actor and director Melvin Kaminsky is better known by what name?",Mel Brooks,PERSON,strong-knows,3,strong-knows,3,True
qb_2184,What is the main ingredient of borscht soup?,Beetroot,PRODUCT,strong-knows,3,strong-knows,3,True
qb_2202,Which author wrote ‘I came form Des Moines. Somebody had to.’ in their book ‘The Lost Continent’?,Bill Bryson,PERSON,strong-knows,3,strong-knows,3,True
qb_2456,"In our solar system, which is the sixth planet from the sun?",Saturn,PRODUCT,strong-knows,3,strong-knows,3,True
qb_2476,‘Impossible is nothing’ is the motto of which sportswear company?,Adidas,ORG,strong-knows,3,strong-knows,3,True
qb_2483,Who wrote the play ‘The Iceman Cometh’?,Eugene O’Neill,PERSON,strong-knows,3,strong-knows,3,True
qb_2546,What do the interior angles of a hexagon add up to in degrees?,720,CARDINAL,strong-knows,3,strong-knows,3,True
qb_2621,"In the NATO phonetic alphabet, which word represents the letter I?",India,GPE,strong-knows,3,strong-knows,3,True
qb_2689,Wolf Mankowitz wrote the 1953 novel ‘A Kid For Two….’what’?,Farthings,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qb_2833,How many players are on the field in a baseball team?,Nine,CARDINAL,strong-knows,3,strong-knows,3,True
qb_2880,Who wrote the novel ‘The Prime of Miss Jean Brodie’?,Muriel Spark,PERSON,strong-knows,3,strong-knows,3,True
qb_2893,Sindh is a province of which Asian country?,Pakistan,GPE,strong-knows,3,strong-knows,3,True
qb_2909,The 1932 film ‘The Mask of Fu Manchu’ revolves around Fu Manchu’s quest for the sword and mask of which historical figure?,Genghis Khan,PERSON,strong-knows,3,strong-knows,3,True
qb_2935,"Used in cooking, agar-agar is a gelatin made from what?",Seaweed,PRODUCT,strong-knows,3,strong-knows,3,True
qb_3147,‘The King of Barataria’ is the subtitle of which Gilbert and Sullivan operetta?,The Gondoliers,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qb_3486,"What was the name of the concert held at the Cleveland Arena, Ohio, on 21st March 1952, said to be the world’s first major rock & roll concert?",The Moondog Coronation Ball,EVENT,strong-knows,3,strong-knows,3,True
qb_3500,The Lord Advocate is the chief law officer in which European country?,Scotland,GPE,strong-knows,3,strong-knows,3,True
qb_3531,What is the modern international unit of energy measured in?,Joule,PRODUCT,strong-knows,3,strong-knows,3,True
qb_3534,"Which type of lens is thicker at the centre than at the edge, as used in microscopes?",Convex lens,PRODUCT,strong-knows,3,strong-knows,3,True
qb_361,Golfer Ernie Els was born in which country?,South Africa,GPE,strong-knows,3,strong-knows,3,True
qb_3702,"Psychoanalyst A A Brill described what as ‘Torches of Freedom’ in the 1920’s, as symbols of equality for women?",Cigarettes,PRODUCT,guess,1,strong-knows,3,False
qb_3798,Who played factory boss Danny Baldwin in the British television soap ‘Coronation Street’?,Bradley Walsh,PERSON,weak-knows,2,strong-knows,3,False
qb_3803,Maria Dickin was the founder of which British animal charity in 1917?,Peoples Dispensary for Sick Animals,ORG,strong-knows,3,strong-knows,3,True
qb_4014,Who wrote the book of verses ‘Now We Are Six’?,A A Milne,PERSON,strong-knows,3,strong-knows,3,True
qb_41,‘Think Different’ is an advertising slogan for which company?,Apple (computers),ORG,strong-knows,3,strong-knows,3,True
qb_4169,By what nickname was English serial killer and armed robber Donald Neilson known?,The Black Panther,PERSON,strong-knows,3,strong-knows,3,True
qb_4324,The Hindhead Tunnel is in which English county?,Surrey,GPE,strong-knows,3,strong-knows,3,True
qb_4415,What was the first name of the older sister of German-born diarist Anne Frank?,Margot,PERSON,strong-knows,3,strong-knows,3,True
qb_4446,The chemical compound Thujone is best known for being present in which alcoholic drink?,Absinthe,PRODUCT,strong-knows,3,strong-knows,3,True
qb_446,The 1950’s Mau Mau uprising was against the British occupation of which country?,Kenya,GPE,strong-knows,3,strong-knows,3,True
qb_4550,What is the longest river in Canada?,Mackenzie River,LOC,strong-knows,3,strong-knows,3,True
qb_4561,What is the US state capital of Alabama?,Montgomery,GPE,strong-knows,3,strong-knows,3,True
qb_4716,"On a standard dartboard, which number lies between 12 and 20?",5,CARDINAL,weak-knows,2,guess,1,False
qb_4722,"Rialto, Scalzi and Constitution are all bridges in which European city?",Venice,GPE,strong-knows,3,strong-knows,3,True
qb_4901,Confederatio Helvetica was the former name of which modern-day country?,Switzerland,GPE,strong-knows,3,strong-knows,3,True
qb_497,Which European city had the world’s first birth control clinic?,Amsterdam,GPE,strong-knows,3,weak-knows,2,False
qb_4987,The holiday resort of Paphos is on which Mediterranean island?,Cyprus,GPE,strong-knows,3,strong-knows,3,True
qb_511,"In ‘Follow That Camel’, the fourteenth Carry On film, Sid James was replaced by which US actor?",Phil Silvers,PERSON,weak-knows,2,doesn't-know,0,False
qb_5157,Who created the Star Wars series of films?,George Lucas,PERSON,strong-knows,3,strong-knows,3,True
qb_5233,Who played Grandad in the UK television series ‘Only Fools and Horses’?,Lennard Pearce,PERSON,strong-knows,3,weak-knows,2,False
qb_5444,The Buddh International Formula One circuit is in which country?,India,GPE,strong-knows,3,strong-knows,3,True
qb_5544,The city of Baghdad lies on which river?,River Tigris,LOC,strong-knows,3,strong-knows,3,True
qb_5701,How is the number ten written in Roman numerals?,X,CARDINAL,strong-knows,3,strong-knows,3,True
qb_578,What is the name of the iron hook which is attached to the pole used by fisherman to land a heavy fish?,Gaff,PRODUCT,strong-knows,3,strong-knows,3,True
qb_5807,"Gary, Jason, Mark and Howard are all members of which British band?",Take That,ORG,strong-knows,3,strong-knows,3,True
qb_6048,"Nani, Cobra Bubbles and Captain Gantu are all characters in which Disney film?",Lilo and Stitch,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qb_6127,How many BTU’s  (British Thermal Units) in one therm?,"100,000",CARDINAL,strong-knows,3,strong-knows,3,True
qb_6284,Which famous UK television duo provide the voices for the main characters in the children’s program ‘Engie Benjy’?,Ant and Dec,PERSON,doesn't-know,0,doesn't-know,0,True
qb_637,Which famous jewellers makes the Super Bowl Trophy?,Tiffany & Co.,ORG,strong-knows,3,strong-knows,3,True
qb_640,"Bedloe’s Island in New York Harbour, is the former name of which island?",Liberty Island,LOC,strong-knows,3,strong-knows,3,True
qb_6610,Which island group became known as The Friendly Islands?,Tonga,GPE,strong-knows,3,strong-knows,3,True
qb_6635,"The English towns of Abingdon, Wallingford and Marlow lie on which river?",River Thames,LOC,strong-knows,3,strong-knows,3,True
qb_6748,The national opera company Opera North is based in which English city?,Leeds,GPE,strong-knows,3,strong-knows,3,True
qb_6772,Mr Worldly Wisemen appears in which 17th Century book?,Pilgrim’s Progress,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qb_6941,A pressure hull is part of which type of vessel?,Submarine,PRODUCT,strong-knows,3,strong-knows,3,True
qb_7169,The Museum of Bags and Purses is in which European city?,Amsterdam,GPE,strong-knows,3,strong-knows,3,True
qb_7207,How many times did Actress Zsa Zsa Gabor marry?,Nine,CARDINAL,strong-knows,3,strong-knows,3,True
qb_7238,The Kremlin is situated in which city?,Moscow,GPE,strong-knows,3,strong-knows,3,True
qb_7246,How many double-word score squares are there on a standard Scrabble board?,17,CARDINAL,doesn't-know,0,doesn't-know,0,True
qb_733,Which Mediterranean island gained independence in 1959 under the presidency of Archbishop Makarios?,Cyprus,GPE,strong-knows,3,strong-knows,3,True
qb_738,Who invented the mercury thermometer in 1714?,Gabriel Farenheit,PERSON,strong-knows,3,strong-knows,3,True
qb_7389,Which late English singer was born Ronald William Wycherley in April 1940?,Billy Fury,PERSON,strong-knows,3,strong-knows,3,True
qb_7586,Who is the narrator on the UK television show The Only Way Is Essex?,Denise van Outen,PERSON,weak-knows,2,strong-knows,3,False
qb_76,Buenos Aires is the capital of which South American country?,Argentina,GPE,strong-knows,3,strong-knows,3,True
qb_7625,The 2002 film ‘We Were Soldiers’ is set in which war?,Vietnam War,EVENT,strong-knows,3,strong-knows,3,True
qb_7768,Philippa of Hainault was the wife of which English monarch?,King Edward III,PERSON,strong-knows,3,strong-knows,3,True
qb_7965,Who played Saffron Monsoon in the UK television comedy series ‘Absolutely Fabulous’?,Julia Sawalha,PERSON,strong-knows,3,strong-knows,3,True
qb_8014,"Rapunzel, Mother Gothel and Paulo are all characters in which 2010 animated film?",Tangled,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qb_8049,The Florentine Girdle was a type of what?,Chastity belt,PRODUCT,strong-knows,3,strong-knows,3,True
qb_8111,Tallahassee is the capital of which US state?,Florida,GPE,strong-knows,3,strong-knows,3,True
qb_8444,Which duo wrote the UK television series ‘Dad’s Army’?,Jimmy Perry and David Croft,PERSON,strong-knows,3,strong-knows,3,True
qb_8767,Which British comedian plays headmaster Mr Gilbert in the UK television series ‘The Inbetweeners’?,Greg Davies,PERSON,strong-knows,3,strong-knows,3,True
qb_8823,"In 1996, Dolly the Sheep was successfully cloned in which European country?",Scotland,GPE,strong-knows,3,strong-knows,3,True
qb_8934,‘The Royal Hunt of the ‘what’ is a 1964 play by Peter Shaffer?,Sun,WORK_OF_ART,strong-knows,3,strong-knows,3,True
qb_8955,‘Before I Forget’ is a 1981 Autobiography by which English actor?,James Mason,PERSON,doesn't-know,0,doesn't-know,0,True
qb_9081,Harold Holt became Prime Minister of which country in January 1966?,Australia,GPE,strong-knows,3,strong-knows,3,True
qb_9347,"Bunny Chow, also known as Kota, is a fast-food dish consisting of a hollowed-out loaf filled with curry and is native to which country?",South Africa,GPE,strong-knows,3,strong-knows,3,True
qb_9397,The White Rose Shopping Centre is in which English city?,Leeds,GPE,strong-knows,3,strong-knows,3,True
qb_941,The Battle of Vimy Ridge took place in which country during World War l?,France,GPE,strong-knows,3,strong-knows,3,True
qb_9492,Who won the 2013 British Open Golf Championship?,Phil Mickelson,PERSON,strong-knows,3,strong-knows,3,True
qb_9507,Operation Felix was the codename for a proposed German invasion of which British Overseas Territory during World War II?,Gibraltar,GPE,strong-knows,3,strong-knows,3,True
qb_9568,"In January 1973, who defeated Joe Frazier to win the Heavyweight World Boxing Championship?",George Foreman,PERSON,strong-knows,3,strong-knows,3,True
qb_966,What was is the name of Penelope Pitstop’s car in the children’s tv cartoon series ‘Wacky Races’?,Compact Pussycat,PRODUCT,strong-knows,3,strong-knows,3,True
qb_9662,In which year did children’s television show ‘Sesame Street’ debut on US television?,1969,DATE,strong-knows,3,strong-knows,3,True
qb_9993,Songwriter/manager/producer Stig Anderson was often known as the fifth member of which group?,Abba,ORG,strong-knows,3,strong-knows,3,True
qf_1178,What name was given to the eleven states that fought the Union in the US Civil War?,Confederates,NORP,strong-knows,3,strong-knows,3,True
qf_1204,Who was the author of 'The Thorne Birds'?,Colleen McCullough,PERSON,strong-knows,3,strong-knows,3,True
qf_1271,Which British city has the most canals ?,Birmingham,GPE,strong-knows,3,strong-knows,3,True
qf_1273,What is 'The Old Lady of Threadneedle Street'?,The Bank of England,ORG,strong-knows,3,strong-knows,3,True
qf_1287,"Vijay Singh, a US Masters champion, comes from where?",Fiji,GPE,strong-knows,3,strong-knows,3,True
qf_1308,What is the capital of the state of Oregon?,Salem,GPE,strong-knows,3,strong-knows,3,True
qf_1366,Can you name the singer of the title track in '1995 - GoldenEye'?,Tina Turner,PERSON,strong-knows,3,strong-knows,3,True
qf_1375,"From 'On Her Majesty's Secret Service' (1969), as Bond passes a janitor in Draco's headquarters, the man can be heard whistling what?",The Goldfinger (1964) theme,WORK_OF_ART,doesn't-know,0,doesn't-know,0,True
qf_1391,Who sang the theme song in 9 to 5?,Dolly Parton,PERSON,strong-knows,3,strong-knows,3,True
qf_1447,In which American state would you find Mt. Rushmore?,South Dakota,GPE,strong-knows,3,strong-knows,3,True
qf_1492,During which battle did Davey Crockett lose his life?,The Alamo,EVENT,strong-knows,3,strong-knows,3,True
qf_1507,"Born in 1927, which pianist had hits with 'Side Saddle' and 'Roulette'?",Russ Conway,PERSON,weak-knows,2,strong-knows,3,False
qf_1615,"What criminal offence took place in Cheddington, Buckinghamshire in August (8th) 1963?",The Great Train Robbery,EVENT,strong-knows,3,strong-knows,3,True
qf_1632,The Guinness Book of Records was first published in what year?,1955,DATE,strong-knows,3,strong-knows,3,True
